x,y
800.2794999768487,795.0
800.292250384829,768.0
800.3050012571265,772.0
800.3172621491552,780.0
800.3300139323021,831.0
800.3427661798413,795.0
800.3555188917978,790.0
800.3682720681976,785.0
800.3805351758277,793.0
800.3932892633238,842.0
800.4060438153379,800.0
800.4187988318953,776.0
800.4315543130217,799.0
800.4438196368541,793.0
800.4565760293237,791.0
800.4693328864375,785.0
800.4820902082205,739.0
800.4948479946985,787.0
800.5071155353338,791.0
800.5198742334022,789.0
800.5326333962405,777.0
800.5453930238742,747.0
800.5581531163288,731.0
800.5704228743682,756.0
800.5831838786603,765.0
800.5959453478483,773.0
800.6087072819579,731.0
800.6209788109144,724.0
800.633741657059,735.0
800.6465049682001,746.0
800.6592687443634,721.0
800.6720329855742,729.0
800.6843067330162,714.0
800.6970718865094,713.0
800.7098375051253,721.0
800.7226035888895,737.0
800.7348791081123,723.0
800.7476461043564,643.0
800.7604135658238,681.0
800.7731814925403,706.0
800.7854587839277,711.0
800.7982276233216,696.0
800.8109969280398,663.0
800.8237666981076,693.0
800.8360457620435,705.0
800.8488164449865,701.0
800.8615875933546,697.0
800.874359207173,653.0
800.8866400440411,647.0
800.8994125709324,693.0
800.9121855633497,696.0
800.9249590213182,671.0
800.9372416315024,662.0
800.9500160027416,649.0
800.9627908396075,675.0
800.9750747757256,673.0
800.98785052601,666.0
801.0006267419965,661.0
801.0134034237105,642.0
801.0256891338162,653.0
801.0384667291466,645.0
801.0512447902801,634.0
801.0635318268216,636.0
801.0763108017195,628.0
801.0890902424957,637.0
801.1018701491757,626.0
801.1141589603765,655.0
801.126939781019,635.0
